"P002050","P002051","P002052","P002053","P002054","P002055","P002056","P002057","P002058","P002059","P002060","P002061","P002062","P002063","P002064","P002065","P002066","P002067","P002068","P002069","P002070","P002071","P002072","P002073","P002049","GEO_ID","P002001","P002002","P002003","P002004","P002005","P002006","P002007","P002008","P002009","P002010","P002011","P002012","P002013","P002014","P002015","P002016","P002017","P002018","P002019","P002020","P002021","P002022","P002023","P002024","P002025","P002026","P002027","P002028","P002029","P002030","P002031","P002032","P002033","P002034","P002035","P002036","P002037","P002038","P002039","P002040","P002041","P002042","P002043","P002044","P002045","P002046","P002047","P002048","NAME"
"1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1400000US06037106642","3236","722","2514","2426","1897","113","3","408","1","4","88","81","9","9","51","2","2","1","2","0","0","0","0","0","3","2","0","4","0","0","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","Census Tract 1066.42, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037106643","4320","582","3738","3633","2706","127","4","782","0","14","105","100","7","6","72","0","2","0","2","0","1","0","0","0","0","10","0","5","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1066.43, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037106645","3389","546","2843","2751","2151","114","5","473","0","8","92","88","8","5","67","0","1","2","1","0","1","0","0","0","3","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1066.45, Los Angeles County, California"
"0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037106646","3237","1107","2130","2058","1371","114","2","548","2","21","72","64","4","4","42","0","3","1","2","0","0","0","0","0","0","8","0","6","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1066.46, Los Angeles County, California"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037106648","3890","3478","412","385","215","86","9","55","0","20","27","23","1","9","2","1","6","2","1","0","0","0","0","0","1","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1066.48, Los Angeles County, California"
"5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1400000US06037106649","2853","1824","1029","993","274","105","8","598","0","8","36","26","6","0","14","3","0","2","0","0","0","0","0","0","0","1","0","5","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1066.49, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037107010","3247","2970","277","269","199","14","4","52","0","0","8","6","1","4","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","Census Tract 1070.10, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037107020","5404","4612","792","735","303","56","19","343","1","13","57","49","9","11","21","1","0","0","1","0","2","0","0","2","2","0","0","8","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","4","0","0","0","0","Census Tract 1070.20, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037108101","2230","209","2021","1939","1351","71","6","507","1","3","82","82","3","0","70","1","3","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1081.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037108102","3430","334","3096","3010","1880","63","0","1064","0","3","86","80","8","3","49","2","3","0","1","0","2","2","0","0","1","9","0","6","1","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1081.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037108103","3256","291","2965","2874","1848","49","0","970","2","5","91","84","6","0","63","2","1","0","0","2","0","1","0","0","2","7","0","7","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1081.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037108104","1698","172","1526","1479","1066","47","1","365","0","0","47","38","6","0","23","4","1","0","1","0","0","0","0","0","1","2","0","9","0","4","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1081.04, Los Angeles County, California"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037108201","5551","406","5145","4946","2310","115","2","2499","0","20","199","190","15","8","125","8","2","2","4","2","3","0","0","0","17","4","0","7","3","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1082.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037108202","4895","525","4370","4218","1967","194","10","2023","7","17","152","143","9","4","100","3","4","0","3","0","0","0","0","0","9","11","0","9","1","2","1","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1082.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037109100","2492","1430","1062","1041","728","67","6","231","7","2","21","21","0","4","9","0","0","2","1","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1091, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037109200","2669","1005","1664","1597","1006","94","5","486","1","5","67","60","7","4","21","0","5","6","6","1","0","1","0","0","9","0","0","7","1","0","1","0","0","2","0","0","0","0","1","0","0","2","0","0","0","0","0","0","Census Tract 1092, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037109300","3085","1352","1733","1654","1010","125","6","511","1","1","79","68","8","5","30","1","1","0","4","0","0","9","0","0","4","6","0","11","6","0","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1093, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037109400","3720","2790","930","885","519","89","18","231","12","16","45","43","8","11","15","1","0","0","1","0","1","1","0","0","4","1","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1094, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037109500","4303","3983","320","292","134","40","6","105","0","7","28","21","0","2","9","0","0","0","6","0","0","0","0","0","0","4","0","6","0","0","0","0","1","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","Census Tract 1095, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037109601","5020","3516","1504","1433","753","148","7","508","6","11","71","68","8","6","32","4","0","0","7","0","0","1","0","0","6","4","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1096.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037109603","4252","2761","1491","1435","761","191","13","459","0","11","56","55","16","2","23","1","0","0","5","0","0","1","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Census Tract 1096.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037109604","2975","1800","1175","1130","708","116","4","286","2","14","45","43","7","4","21","0","1","0","1","0","2","0","0","0","3","4","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1096.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037109700","4493","1890","2603","2489","1585","122","15","752","6","9","114","108","19","7","52","5","3","0","3","0","3","0","0","0","7","9","0","6","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1097, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037109800","4565","2110","2455","2353","1518","135","18","671","1","10","102","92","13","15","41","2","0","1","1","0","2","3","1","0","4","9","0","10","2","1","0","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1098, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037111100","2982","1170","1812","1746","1171","103","3","456","3","10","66","64","12","10","31","1","1","0","1","0","0","0","0","0","7","1","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1111, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037111201","3410","995","2415","2322","1703","92","4","498","4","21","93","89","15","7","37","6","9","1","5","3","2","1","0","1","1","1","0","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1112.01, Los Angeles County, California"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037111202","5213","1421","3792","3635","2617","147","13","843","3","12","157","141","19","11","82","3","10","4","4","0","0","2","0","0","4","2","0","14","4","1","0","0","1","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1112.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037111204","5859","871","4988","4840","3443","224","6","1154","1","12","148","142","18","6","87","7","1","3","5","0","0","2","0","0","6","7","0","6","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1112.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037111205","3375","610","2765","2661","1397","154","1","1096","1","12","104","98","12","2","57","0","3","5","6","1","0","7","0","0","1","4","0","6","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1112.05, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037111206","4490","931","3559","3457","2556","133","7","730","1","30","102","93","18","5","61","2","1","2","2","0","0","0","0","0","1","1","0","9","3","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1112.06, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037111301","7087","2080","5007","4724","2663","389","6","1627","17","22","283","265","36","13","137","9","7","14","9","1","1","1","0","0","13","24","0","18","11","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1113.01, Los Angeles County, California"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037111302","4786","1023","3763","3624","2402","278","8","905","14","17","139","131","27","14","58","1","6","2","9","0","3","0","0","0","2","6","3","7","0","0","0","1","1","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","Census Tract 1113.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037111400","7560","2427","5133","4953","3122","252","6","1533","16","24","180","167","30","11","78","3","8","2","3","0","3","1","0","0","10","18","0","13","5","1","0","0","0","0","1","2","1","0","0","0","2","0","0","0","1","0","0","0","Census Tract 1114, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037113101","3558","731","2827","2718","2150","110","14","437","1","6","109","104","7","14","53","10","0","0","7","0","0","0","0","0","1","12","0","4","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1131.01, Los Angeles County, California"
"6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1400000US06037113102","2828","369","2459","2385","1888","93","1","388","3","12","74","62","5","0","46","1","1","0","0","0","0","1","1","0","4","3","0","6","1","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","Census Tract 1131.02, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037113211","3787","466","3321","3212","2628","103","6","458","7","10","109","97","17","6","49","1","4","8","7","0","1","0","0","0","2","2","0","11","8","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1132.11, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037113212","3069","712","2357","2273","1569","151","7","528","16","2","84","75","11","3","46","2","1","0","2","0","3","0","0","0","2","5","0","9","3","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1132.12, Los Angeles County, California"
