"B25063_001E","B25063_001M","B25063_002E","B25063_002M","B25063_003E","B25063_003M","B25063_004E","B25063_004M","B25063_005E","B25063_005M","B25063_006E","B25063_006M","B25063_007E","B25063_007M","B25063_008E","B25063_008M","B25063_009E","B25063_009M","B25063_010E","B25063_010M","B25063_011E","B25063_011M","B25063_012E","B25063_012M","B25063_013E","B25063_013M","B25063_014E","B25063_014M","B25063_015E","B25063_015M","B25063_016E","B25063_016M","B25063_017E","B25063_017M","B25063_018E","B25063_018M","B25063_019E","B25063_019M","B25063_020E","B25063_020M","B25063_021E","B25063_021M","B25063_022E","B25063_022M","B25063_023E","B25063_023M","B25063_024E","B25063_024M","B25063_025E","B25063_025M","B25063_026E","B25063_026M","B25063_027E","B25063_027M","GEO_ID","NAME"
"637","265","612","266","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","26","41","8","12","50","31","184","84","79","54","215","243","11","19","39","58","25","38","1400000US06037111202","Census Tract 1112.02, Los Angeles County, California"
"214","159","119","64","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","26","38","0","19","6","13","41","39","46","39","95","145","1400000US06037111204","Census Tract 1112.04, Los Angeles County, California"
"697","288","683","287","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","43","63","241","270","218","99","54","41","59","57","68","55","14","22","1400000US06037111205","Census Tract 1112.05, Los Angeles County, California"
"66","58","66","58","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","66","58","0","13","1400000US06037111206","Census Tract 1112.06, Los Angeles County, California"
"1012","262","997","261","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","29","37","0","19","0","19","8","12","44","38","200","87","428","221","174","92","22","24","21","33","71","53","15","23","1400000US06037111302","Census Tract 1113.02, Los Angeles County, California"
"584","154","584","154","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","25","0","13","0","13","0","13","0","13","0","13","0","13","86","91","28","46","176","109","121","111","80","59","0","13","78","67","0","13","1400000US06037111303","Census Tract 1113.03, Los Angeles County, California"
"1213","188","1213","188","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","103","140","0","13","0","13","395","156","199","115","252","124","264","125","0","13","0","13","0","13","0","13","1400000US06037111304","Census Tract 1113.04, Los Angeles County, California"
"164","92","164","92","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","24","41","84","77","9","17","47","44","0","13","0","13","1400000US06037111401","Census Tract 1114.01, Los Angeles County, California"
"1708","370","1708","370","0","19","0","19","0","19","0","19","99","162","30","33","0","19","0","19","0","19","0","19","0","19","77","93","63","99","56","89","29","24","119","107","19","29","194","136","277","172","580","314","115","98","0","19","0","19","50","60","0","19","1400000US06037111402","Census Tract 1114.02, Los Angeles County, California"
"194","69","171","73","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","27","6","9","12","20","37","47","62","49","37","34","23","25","1400000US06037113101","Census Tract 1131.01, Los Angeles County, California"
"48","37","23","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","10","8","12","9","12","25","31","1400000US06037113102","Census Tract 1131.02, Los Angeles County, California"
"447","215","427","215","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","31","36","67","78","0","13","39","40","184","155","87","93","9","15","10","17","20","22","1400000US06037113211","Census Tract 1132.11, Los Angeles County, California"
"418","103","323","106","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","16","0","13","0","13","0","13","0","13","0","13","10","16","11","18","105","57","106","80","51","38","5","8","25","35","95","69","1400000US06037113212","Census Tract 1132.12, Los Angeles County, California"
"622","148","615","147","0","19","0","19","0","19","0","19","0","19","23","30","8","14","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","26","19","62","55","268","90","141","89","20","20","53","66","14","16","7","13","1400000US06037113213","Census Tract 1132.13, Los Angeles County, California"
"123","64","115","61","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","4","7","0","13","49","47","5","9","4","7","44","38","9","11","0","13","8","11","1400000US06037113231","Census Tract 1132.31, Los Angeles County, California"
"273","116","223","104","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","20","23","36","92","92","31","40","25","28","0","13","40","41","50","46","1400000US06037113232","Census Tract 1132.32, Los Angeles County, California"
"834","248","816","245","0","19","20","31","0","19","0","19","0","19","0","19","0","19","44","71","0","19","0","19","0","19","9","14","0","19","9","14","0","19","0","19","26","31","174","92","204","80","216","181","82","55","14","21","10","16","8","14","18","29","1400000US06037113234","Census Tract 1132.34, Los Angeles County, California"
"190","59","190","59","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","45","39","97","50","48","30","0","13","0","13","0","13","1400000US06037113235","Census Tract 1132.35, Los Angeles County, California"
"483","112","474","112","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","17","28","0","19","23","34","22","21","174","76","107","61","78","53","26","43","27","43","9","14","1400000US06037113237","Census Tract 1132.37, Los Angeles County, California"
"995","246","995","246","0","13","0","13","0","13","0","13","0","13","14","23","0","13","0","13","40","65","0","13","0","13","0","13","0","13","0","13","10","18","0","13","0","13","149","113","291","177","397","187","38","58","20","32","36","58","0","13","0","13","1400000US06037113238","Census Tract 1132.38, Los Angeles County, California"
"668","105","668","105","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","46","0","13","0","13","29","33","226","93","56","62","180","99","102","80","36","56","13","20","0","13","0","13","1400000US06037113239","Census Tract 1132.39, Los Angeles County, California"
"694","139","694","139","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","15","0","13","0","13","14","23","7","10","0","13","0","13","0","13","72","64","245","102","235","102","54","52","58","55","0","13","1400000US06037113301","Census Tract 1133.01, Los Angeles County, California"
"184","79","184","79","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","18","0","13","0","13","0","13","0","13","0","13","13","21","0","13","9","15","20","30","0","13","0","13","12","19","33","31","20","22","36","40","28","32","0","13","1400000US06037113303","Census Tract 1133.03, Los Angeles County, California"
"427","215","427","215","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","258","196","107","92","9","13","0","13","53","44","0","13","1400000US06037113322","Census Tract 1133.22, Los Angeles County, California"
"1115","130","1115","130","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","27","25","145","84","74","73","510","156","248","118","101","75","10","17","0","13","0","13","1400000US06037113323","Census Tract 1133.23, Los Angeles County, California"
"851","385","851","385","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","56","45","190","91","522","395","78","60","5","11","0","13","0","13","0","13","1400000US06037113324","Census Tract 1133.24, Los Angeles County, California"
"185","71","169","70","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","18","0","13","0","13","0","13","0","13","0","13","0","13","17","25","41","46","21","28","43","47","0","13","36","32","0","13","16","26","1400000US06037113423","Census Tract 1134.23, Los Angeles County, California"
"374","111","331","113","0","13","14","21","0","13","0","13","35","58","25","39","0","13","9","15","0","13","8","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","83","84","30","24","98","92","29","34","0","13","43","50","1400000US06037113424","Census Tract 1134.24, Los Angeles County, California"
"1300","179","1300","179","0","13","0","13","9","15","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","38","46","34","46","156","86","686","182","270","98","96","91","11","18","0","13","0","13","1400000US06037113425","Census Tract 1134.25, Los Angeles County, California"
"407","115","381","113","0","13","0","13","0","13","0","13","64","48","22","33","3","5","15","17","12","14","0","13","13","21","28","40","0","13","0","13","0","13","0","13","0","13","23","36","16","25","24","28","123","102","0","13","29","35","9","15","26","42","1400000US06037113426","Census Tract 1134.26, Los Angeles County, California"
"657","131","657","131","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","37","55","245","135","56","57","256","162","63","69","0","13","0","13","0","13","0","13","1400000US06037113427","Census Tract 1134.27, Los Angeles County, California"
"197","115","166","111","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","28","0","13","0","13","0","13","0","13","50","56","36","57","64","64","0","13","31","35","1400000US06037113428","Census Tract 1134.28, Los Angeles County, California"
"200","124","113","67","0","13","0","13","0","13","0","13","0","13","0","13","19","16","0","13","0","13","0","13","0","13","10","15","0","13","0","13","0","13","29","43","0","13","0","13","0","13","0","13","21","31","34","43","0","13","0","13","87","103","1400000US06037115101","Census Tract 1151.01, Los Angeles County, California"
"11","9","11","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","5","0","13","8","7","0","13","0","13","0","13","0","13","0","13","1400000US06037115103","Census Tract 1151.03, Los Angeles County, California"
"1584","237","1584","237","0","13","0","13","9","15","0","13","0","13","0","13","0","13","0","13","6","10","0","13","0","13","30","37","0","13","0","13","7","11","0","13","32","30","154","93","471","186","402","129","356","129","93","73","0","13","24","39","0","13","1400000US06037115104","Census Tract 1151.04, Los Angeles County, California"
"1093","257","1076","256","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","43","49","36","40","113","88","46","34","306","100","192","78","261","232","38","62","41","43","17","17","1400000US06037115202","Census Tract 1152.02, Los Angeles County, California"
"806","142","790","143","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","21","34","0","13","0","13","0","13","0","13","0","13","0","13","0","13","33","52","126","116","122","90","207","132","200","87","66","87","0","13","15","24","16","28","1400000US06037115203","Census Tract 1152.03, Los Angeles County, California"
"1158","331","1142","330","0","13","0","13","0","13","0","13","0","13","19","30","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","62","68","0","13","77","67","132","89","527","316","132","93","132","85","0","13","61","67","16","26","1400000US06037115204","Census Tract 1152.04, Los Angeles County, California"
"838","192","789","191","0","13","0","13","0","13","0","13","0","13","52","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","15","66","55","9","15","62","60","37","46","122","89","244","134","73","53","96","61","19","24","49","62","1400000US06037115301","Census Tract 1153.01, Los Angeles County, California"
"745","114","727","117","8","13","0","13","0","13","0","13","0","13","17","27","11","18","0","13","0","13","0","13","0","13","13","18","0","13","25","29","0","13","0","13","10","16","50","34","202","82","316","100","24","21","30","25","16","20","5","8","18","19","1400000US06037115302","Census Tract 1153.02, Los Angeles County, California"
"1245","159","1211","157","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","53","79","18","29","18","29","0","19","244","88","416","123","300","116","101","54","35","29","0","19","26","28","34","40","1400000US06037115401","Census Tract 1154.01, Los Angeles County, California"
