"GEO_ID","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_031E","S1903_C02_031M","NAME"
"1400000US06037188300","1419","68","67.4","5.9","0.8","1.2","0.0","2.8","21.8","3.7","0.0","2.8","10.1","4.9","0.0","2.8","26.3","6.9","50.4","6.8","0.8","1.2","37.8","6.0","40.1","5.9","21.3","4.0","940","118","48.4","7.5","51.6","7.5","66.0","10.5","23.9","9.4","10.1","6.5","479","111","47.8","12.3","32.6","13.0","15.2","11.4","52.2","12.3","38.4","13.0","13.8","8.2","26.8","(X)","23.1","(X)","26.3","(X)","61934","10413","62500","13884","-","**","-","**","73005","14149","-","**","38150","15713","-","**","34291","14663","86063","18501","-","**","74316","11369","61083","17133","31214","5328","71207","13397","61034","13662","78542","19984","80417","12108","26250","9751","70521","18354","36146","32011","31523","12487","26319","7745","48750","66515","66458","48851","30625","36474","163438","95852","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1883, Los Angeles County, California"
"1400000US06037189101","1504","63","71.8","7.9","6.1","5.0","0.0","2.6","18.2","7.3","0.0","2.6","4.0","4.5","0.0","2.6","11.9","6.9","63.9","7.5","6.7","5.5","45.1","9.1","33.8","7.8","14.4","6.8","611","146","13.1","8.3","86.9","8.3","60.2","15.3","37.6","16.2","2.1","4.0","893","141","65.8","15.5","36.8","10.2","29.0","13.4","34.2","15.5","22.7","12.1","11.4","9.2","30.6","(X)","39.3","(X)","24.6","(X)","64464","19164","54148","10390","72740","50784","-","**","90028","55735","-","**","71829","73376","-","**","115064","103819","53622","10629","63705","71613","86359","27991","55543","23572","19196","36549","53064","21204","116695","95492","48393","18010","93333","69855","24792","35300","-","**","71484","16123","76528","27469","35481","28766","145901","69969","67250","30023","41806","43260","72073","105367","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1891.01, Los Angeles County, California"
"1400000US06037189102","1675","145","81.0","6.8","0.8","1.4","0.4","0.7","15.8","5.6","0.0","2.4","1.0","1.5","1.1","1.9","4.5","4.4","77.1","6.0","1.8","1.8","53.1","5.9","27.5","5.8","17.6","3.5","534","95","18.4","14.4","81.6","14.4","89.9","9.1","10.1","9.1","0.0","7.2","1141","182","51.5","10.4","40.0","9.8","11.6","8.8","48.5","10.4","35.9","8.4","12.5","7.0","25.8","(X)","40.8","(X)","18.8","(X)","62031","19116","61125","18237","-","**","-","**","71923","36168","-","**","33750","12414","-","**","153208","143597","59464","15894","13571","45307","75304","23976","74050","17453","29696","16354","97500","22007","99432","26816","95800","49595","103750","31297","77045","75171","-","**","53494","10522","51563","11200","51027","9341","72308","70648","59554","31066","31518","23971","152854","69447","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1891.02, Los Angeles County, California"
"1400000US06037189201","1966","101","77.8","8.0","5.3","5.1","0.0","2.0","8.2","2.5","0.0","2.0","7.2","4.2","1.6","1.6","12.0","4.3","73.6","7.7","5.5","4.0","53.3","8.4","25.3","6.9","15.9","5.4","504","126","31.9","13.2","68.1","13.2","65.5","17.7","23.6","17.1","10.9","11.4","1462","167","57.1","10.3","46.3","9.3","10.8","6.6","42.9","10.3","36.8","9.6","6.1","3.9","17.0","(X)","27.8","(X)","13.3","(X)","33065","12412","37960","7464","19781","1759","-","**","58828","74185","-","**","13221","21594","81528","65011","22546","23601","39099","8784","29598","22141","45061","10947","32344","14370","12326","2632","26591","25379","10966","30478","29152","26181","25227","35914","2,500-","***","29955","40865","35513","8786","33427","21606","21028","9488","59091","31912","45821","22824","31172","20475","65372","17941","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1892.01, Los Angeles County, California"
"1400000US06037189202","1266","72","81.1","5.4","0.0","3.1","0.0","3.1","12.3","4.1","0.0","3.1","3.9","4.1","2.6","3.2","8.1","4.7","77.0","5.1","4.3","5.5","35.2","7.7","33.1","7.3","27.3","6.1","505","76","33.7","14.0","66.3","14.0","74.5","12.3","12.7","9.9","12.9","10.0","761","101","36.1","11.9","32.2","11.8","3.9","4.7","63.9","11.9","28.4","12.0","35.5","12.0","14.8","(X)","27.5","(X)","5.0","(X)","93737","8006","94611","4608","-","**","-","**","47386","76112","-","**","121167","81774","85625","76389","121667","79902","93733","9963","43438","3227","93358","9356","120375","44286","78750","83887","135625","17680","96136","63182","151458","31994","139907","70264","76000","80972","101813","68835","73229","31757","20268","40733","16908","24437","93026","84212","93125","27536","76250","89211","93125","21930","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1892.02, Los Angeles County, California"
"1400000US06037189300","1233","94","82.2","5.3","0.9","1.5","0.0","3.2","11.6","3.9","0.0","3.2","1.9","2.4","3.3","3.0","7.5","4.6","77.4","6.1","0.0","3.2","19.5","4.8","53.3","8.5","27.2","6.7","749","87","37.8","6.3","62.2","6.3","78.2","11.2","20.4","11.3","1.3","2.2","484","106","29.1","10.2","23.3","9.7","5.8","5.3","70.9","10.2","46.5","14.9","24.4","12.7","28.5","(X)","23.6","(X)","33.3","(X)","145341","16800","128333","38597","250,000+","***","-","**","236103","129580","-","**","212500","171607","97330","113423","173333","135003","129167","38501","-","**","99659","43431","161023","76769","128021","53470","149432","45878","150859","88242","148182","72471","181136","59375","112614","47560","-","**","116111","56776","72396","127750","34688","89298","250,000+","***","128438","71112","89226","80503","250,000+","***","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1893, Los Angeles County, California"
"1400000US06037189400","1907","99","87.6","4.0","2.8","2.5","0.0","2.1","6.0","3.3","0.0","2.1","1.0","1.2","2.6","1.5","6.5","3.7","82.6","5.5","4.0","3.2","51.0","6.1","31.9","5.0","13.1","2.8","621","103","40.9","10.2","59.1","10.2","70.2","11.0","18.0","8.2","11.8","7.7","1286","139","50.2","8.5","43.8","9.3","6.5","3.8","49.8","8.5","29.1","8.0","20.7","7.1","16.2","(X)","23.5","(X)","12.6","(X)","91425","8966","90250","8474","67045","28580","-","**","122353","128409","-","**","134875","290832","250,000+","***","132750","136554","90925","9775","71196","70347","87875","17046","104494","33024","63875","31665","151625","41822","120833","88830","155625","41592","180750","21772","83182","47412","46490","24279","84038","17507","57202","19041","55863","12267","72446","45465","104741","123011","103750","46472","176528","88721","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1894, Los Angeles County, California"
"1400000US06037189500","2726","122","81.8","6.3","4.2","2.9","0.0","1.5","4.3","2.3","0.0","1.5","6.3","4.8","3.4","2.3","15.2","6.0","72.8","6.4","4.1","2.4","63.5","4.9","20.7","4.2","11.7","2.6","728","165","40.1","13.0","59.9","13.0","72.5","13.6","10.6","7.7","16.9","11.1","1998","180","39.9","7.7","32.8","7.9","7.1","3.2","60.1","7.7","47.7","8.0","12.4","5.8","23.2","(X)","16.9","(X)","25.5","(X)","58300","9175","56503","12817","112723","95684","-","**","123125","45826","-","**","58100","87572","67692","58371","57276","23628","56179","16599","125464","120931","63474","7936","53715","21936","12038","5019","90061","38973","61964","90462","90610","21422","90854","31280","116625","56632","50625","60498","46181","17448","43438","21074","37500","17272","115179","35909","47396","22419","42008","10805","81000","103169","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1895, Los Angeles County, California"
"1400000US06037189600","1961","125","75.2","6.6","11.2","5.6","0.0","2.0","5.5","3.5","0.0","2.0","3.2","3.6","4.9","3.7","8.7","4.5","69.4","6.9","2.9","2.1","59.0","7.0","28.2","6.4","9.9","2.7","435","99","37.9","12.1","62.1","12.1","72.4","12.2","27.6","12.2","0.0","8.8","1526","146","29.4","7.4","21.5","6.1","7.9","5.7","70.6","7.4","51.0","9.2","19.5","7.4","28.8","(X)","42.8","(X)","24.1","(X)","56168","10790","58269","10292","46686","18856","-","**","34000","115482","-","**","108628","62272","41477","53871","43125","42679","60671","10313","20139","42848","62425","10266","49875","17548","52955","42950","69583","34315","120655","22217","53409","14375","97917","31402","50714","22956","-","**","51000","14462","34792","42067","31277","9244","66594","36026","52614","19169","44219","20126","73103","60774","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1896, Los Angeles County, California"
"1400000US06037189701","2127","152","78.0","6.9","5.5","4.0","0.3","0.7","8.8","3.8","0.0","1.9","3.3","3.2","3.9","3.2","8.1","4.8","75.2","7.1","12.3","5.8","41.0","6.7","34.9","6.1","11.8","2.8","627","152","17.7","7.1","82.3","7.1","81.8","11.9","11.0","10.7","7.2","7.3","1500","182","52.0","8.0","42.7","8.9","9.3","5.6","48.0","8.0","23.1","8.1","24.9","8.1","40.9","(X)","52.6","(X)","35.9","(X)","77420","13255","75169","21772","37266","206492","-","**","125980","55348","-","**","108688","186625","108387","81754","108995","32694","75169","24288","20375","9515","93977","22810","79500","23281","75625","37037","93902","30465","51779","46941","101304","43902","109659","37478","17331","38259","47344","116398","61438","24299","47955","23485","50329","20597","26667","76467","105156","51437","36553","39458","123750","34437","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1897.01, Los Angeles County, California"
"1400000US06037189702","1445","110","80.6","7.3","4.7","3.6","2.4","3.7","6.6","4.0","0.0","2.7","0.8","1.3","4.9","4.0","9.0","4.5","73.4","8.2","4.9","3.3","48.4","6.3","30.4","6.2","16.3","3.7","414","93","41.1","12.4","58.9","12.4","82.9","11.0","11.8","9.6","5.3","5.7","1031","141","37.3","8.9","29.4","8.5","8.0","5.2","62.7","8.9","50.2","10.5","12.4","6.4","20.5","(X)","22.7","(X)","18.6","(X)","69967","9301","82768","17497","26458","42491","-","**","31200","9620","-","**","-","**","41632","14113","56250","89949","81979","18331","31331","20900","72831","11143","94479","52898","54659","47249","153900","50323","143750","54541","188889","57208","178194","81924","152550","215468","250,000+","***","53580","5428","41772","6593","40243","24710","88409","33253","56667","12035","55109","7168","124231","122521","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1897.02, Los Angeles County, California"
"1400000US06037189800","2234","132","87.8","4.9","4.8","3.3","0.3","0.5","3.2","2.0","0.0","1.8","2.6","2.8","1.3","1.4","5.1","3.4","86.0","4.8","5.2","3.0","50.9","6.1","31.0","4.4","13.0","3.0","527","104","28.5","11.1","71.5","11.1","75.1","12.3","8.0","7.9","16.9","10.5","1707","159","52.8","7.6","47.4","8.1","5.4","3.5","47.2","7.6","33.6","7.7","13.6","4.8","21.0","(X)","27.7","(X)","19.0","(X)","50438","4215","50883","4840","46190","6135","-","**","34792","30762","-","**","73514","26778","32059","178499","36339","62112","51141","4916","18167","8393","52256","17942","50799","6949","28194","15417","63750","25560","95625","48548","49679","15732","73472","30274","12188","150621","33162","30409","47182","7414","39566","6027","38547","8600","43800","28081","52479","27004","50077","8323","78472","8036","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1898, Los Angeles County, California"
"1400000US06037189902","3009","122","83.9","6.2","5.7","4.1","0.0","1.3","3.4","2.2","0.0","1.3","2.3","3.0","4.6","3.9","8.7","3.7","79.5","6.0","7.6","4.6","55.3","5.8","21.5","4.2","15.7","3.5","602","136","24.4","13.0","75.6","13.0","64.6","15.3","35.4","15.3","0.0","6.4","2407","169","50.4","6.5","39.7","7.1","10.7","4.6","49.6","6.5","28.3","6.9","21.3","6.9","20.7","(X)","14.1","(X)","22.4","(X)","51447","6072","51900","3661","41694","46081","-","**","40903","23367","-","**","80197","160684","45000","133223","41646","29075","52241","4176","58333","42044","60431","7782","32708","19178","15991","7417","60600","17498","22336","84485","61518","24988","61650","23336","53125","58470","-","**","49567","11150","37159","21605","30895","6655","59943","13120","55030","17976","40486","12317","104792","30364","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1899.02, Los Angeles County, California"
"1400000US06037189903","1439","112","94.5","4.0","2.0","2.5","0.0","2.7","2.6","2.5","0.0","2.7","0.9","1.5","0.0","2.7","7.4","6.2","88.0","6.2","6.8","5.7","63.6","9.3","19.6","5.4","10.0","3.5","305","101","8.5","4.4","91.5","4.4","75.4","20.3","24.6","20.3","0.0","12.3","1134","159","46.1","12.2","39.1","13.7","7.1","5.3","53.9","12.2","35.1","9.4","18.8","12.3","23.1","(X)","36.7","(X)","19.5","(X)","47270","9090","47891","7875","27266","22725","-","**","55893","24807","-","**","-","**","-","**","117773","40836","45395","9879","48611","2564","51366","22568","47679","5509","11909","9226","49154","19607","-","**","49492","28639","49907","71639","48185","48903","-","**","41792","11898","37356","12367","32420","10478","119609","113484","50182","21932","67778","37688","39160","18169","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1899.03, Los Angeles County, California"
"1400000US06037189904","1423","110","82.5","8.2","2.7","2.3","0.0","2.8","7.2","6.5","0.0","2.8","3.6","4.8","4.0","3.2","6.1","5.6","81.3","8.5","7.7","5.2","58.4","7.8","27.2","7.9","6.7","2.4","212","97","48.6","25.7","51.4","25.7","79.7","22.0","20.3","22.0","0.0","17.1","1211","133","45.4","10.2","41.1","9.7","4.3","4.4","54.6","10.2","31.6","9.1","23.0","8.4","12.0","(X)","7.5","(X)","12.8","(X)","43931","6982","42903","7150","24821","193120","-","**","88302","51722","-","**","31518","79379","66319","81259","30446","16491","43246","6310","61726","30789","45035","21164","44574","32820","20250","21856","53281","35499","44006","22083","67446","46741","53828","33364","12150","161835","-","**","41612","10342","40313","30108","32000","31471","140179","215968","43542","11407","33309","24852","74375","42026","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1899.04, Los Angeles County, California"
"1400000US06037189905","1478","83","86.3","5.0","0.7","1.2","1.8","2.4","1.2","1.4","0.0","2.7","5.0","3.7","5.0","3.4","8.5","4.9","86.3","5.0","6.3","4.5","51.0","7.7","26.4","6.6","16.3","4.7","386","94","36.0","19.0","64.0","19.0","54.1","21.0","38.9","20.1","7.0","10.3","1092","123","49.2","9.7","47.0","10.0","2.2","2.8","50.8","9.7","36.1","10.0","14.7","6.7","23.6","(X)","21.8","(X)","23.4","(X)","38170","7007","36935","8685","-","**","-","**","72955","63887","-","**","78333","132723","139167","74869","138021","124719","36935","8685","14950","52207","61441","9179","32071","17000","12429","2385","39115","22634","61510","105987","31838","17027","37995","11449","52619","94478","-","**","36173","9951","23472","19658","21650","18406","35500","1864","59508","16644","35313","28243","139219","23181","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1899.05, Los Angeles County, California"
"1400000US06037190100","2688","178","69.6","5.9","3.4","2.8","1.3","1.2","7.1","3.8","0.0","1.5","7.8","4.0","10.8","4.9","16.5","5.5","66.2","6.1","11.9","4.3","60.8","5.9","19.6","3.9","7.7","2.2","451","119","29.7","16.3","70.3","16.3","70.5","13.9","16.9","12.0","12.6","11.8","2237","204","42.7","6.4","27.1","5.0","15.6","5.4","57.3","6.4","43.2","7.2","14.1","6.8","27.1","(X)","26.2","(X)","25.9","(X)","32344","9970","35662","9013","20854","5474","26442","12452","23621","39515","-","**","61020","11147","16694","7647","60323","16634","35993","8842","16607","19806","42474","17881","18250","5764","23447","7699","43828","26208","14963","48054","53458","17285","57115","20146","31458","38909","31289","5539","29777","9577","32883","13216","16283","4728","68339","18318","27037","12471","25301","9991","50083","26046","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1901, Los Angeles County, California"
"1400000US06037190201","1589","131","69.7","9.4","2.2","2.6","0.0","2.5","9.7","6.4","0.0","2.5","16.4","6.3","2.0","3.1","22.9","6.1","63.2","9.1","23.9","6.5","39.4","8.4","15.8","5.6","21.0","7.3","335","110","25.1","17.5","74.9","17.5","35.2","17.1","4.2","6.8","60.6","18.2","1254","151","49.0","12.7","40.5","11.8","8.5","6.0","51.0","12.7","35.4","12.1","15.6","8.9","23.7","(X)","62.1","(X)","12.4","(X)","20591","6874","13281","8867","22303","42242","-","**","2,500-","***","-","**","37454","19398","2,500-","***","40268","18819","12292","2664","38125","52283","29706","12863","36125","35797","11050","282","37466","10980","30294","22542","43365","10744","28021","21657","-","**","42981","13570","12352","4481","11863","4543","11653","645","43846","21052","17683","10572","13438","7095","21522","38903","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1902.01, Los Angeles County, California"
"1400000US06037190202","2061","129","50.6","9.4","17.8","6.8","0.7","1.1","8.7","4.5","0.0","1.9","16.0","5.5","6.3","5.0","22.8","6.4","48.2","9.5","14.0","5.8","56.3","6.7","13.6","6.5","16.1","3.2","405","118","64.0","16.6","36.0","16.6","71.4","26.5","22.0","20.5","6.7","10.9","1656","161","39.9","9.6","34.1","9.3","5.8","4.4","60.1","9.6","46.1","10.7","14.0","8.2","24.2","(X)","28.9","(X)","23.1","(X)","31225","7236","35278","16659","31530","12740","-","**","26061","22949","-","**","38051","30289","16638","15425","38088","27844","32500","14160","21919","9191","39651","15394","55868","36555","12033","1801","30579","14726","32153","33763","18710","21748","37610","38039","17139","1859","26875","25566","32000","9431","26174","12678","25720","12272","47984","57567","35391","12852","28533","14785","62155","25742","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1902.02, Los Angeles County, California"
"1400000US06037190301","2361","152","65.7","7.0","5.3","3.4","0.5","0.8","8.8","4.4","0.0","1.7","15.8","4.8","3.9","3.3","21.1","5.9","60.4","8.1","9.7","4.6","44.0","7.5","40.3","6.6","6.0","2.9","941","175","22.7","11.4","77.3","11.4","64.3","13.9","21.4","11.8","14.3","8.9","1420","198","36.9","10.2","26.2","7.7","10.7","6.3","63.1","10.2","52.3","10.7","10.8","7.1","32.9","(X)","43.4","(X)","25.9","(X)","32766","4378","31122","6491","29360","18545","-","**","28788","15061","-","**","37548","15224","52926","17743","40982","19162","29135","7267","25406","32170","33661","16641","35182","4847","17250","10482","36069","12115","30929","10592","47902","26761","25219","10234","36518","16236","80179","53158","30660","5013","30813","9378","25313","8354","34929","43667","30192","7936","28649","5288","60484","17385","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1903.01, Los Angeles County, California"
"1400000US06037190401","1668","125","67.2","8.5","0.8","1.3","0.0","2.4","17.2","7.3","0.0","2.4","10.6","4.4","4.3","4.5","16.9","5.7","62.2","8.7","4.6","3.2","51.4","6.8","26.3","6.9","17.8","4.8","586","131","25.9","10.3","74.1","10.3","67.2","14.6","19.3","10.7","13.5","12.4","1082","156","50.4","13.1","43.5","12.6","6.8","5.3","49.6","13.1","47.1","13.4","2.5","2.9","16.2","(X)","27.0","(X)","10.4","(X)","35101","11705","32188","12318","-","**","-","**","27225","37635","-","**","22500","25542","55101","7468","35962","13865","29779","15849","28382","33986","54495","7800","26490","13198","11638","2622","47125","13592","35357","28114","50283","5680","37411","25222","47063","23964","60256","29934","26415","14765","12321","22625","11626","5432","60469","11484","29293","15692","31250","20834","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 1904.01, Los Angeles County, California"
